Wall time,Step,Value
1747324951.764727,25,10.506199836730957
1747324983.5114238,50,7.804200172424316
1747325014.7765772,75,6.052599906921387
1747325045.1045647,100,5.047500133514404
1747325075.423771,125,4.383500099182129
1747325105.7596593,150,4.283400058746338
1747325136.0789392,175,4.167699813842773
1747325166.395067,200,4.125500202178955
1747325196.7137995,225,3.931999921798706
1747325227.0358603,250,3.8636999130249023
1747325257.3554597,275,3.652899980545044
1747325287.6801088,300,3.449899911880493
1747325357.2401376,325,3.2499001026153564
1747325387.560225,350,3.2402000427246094
1747325417.8794749,375,3.2255001068115234
1747325448.1910448,400,3.253000020980835
1747325478.4993808,425,3.0629000663757324
1747325508.976339,450,3.215399980545044
1747325539.2637625,475,2.9779000282287598
1747325569.5755398,500,3.087399959564209
1747325599.8926814,525,2.977099895477295
1747325630.2216465,550,2.9885001182556152
1747325660.5519478,575,3.094599962234497
1747325690.8747804,600,2.9709999561309814
1747325721.1934493,625,2.995300054550171
1747325793.1091309,650,2.8935000896453857
1747325824.8468883,675,2.928499937057495
1747325855.7011638,700,2.865600109100342
1747325886.6324065,725,2.9725000858306885
1747325917.5727265,750,2.8427999019622803
1747325948.5779586,775,3.0
1747325979.5859582,800,2.919100046157837
1747326010.6231575,825,2.9732000827789307
1747326041.6143713,850,2.8638999462127686
1747326073.0767932,875,2.9725000858306885
1747326104.0791166,900,2.892699956893921
1747326135.1032555,925,2.7307000160217285
1747326205.6870625,950,2.7994000911712646
1747326236.740179,975,2.954699993133545
1747326267.8104172,1000,2.8652000427246094
1747326298.8916602,1025,2.9356000423431396
1747326329.9841125,1050,2.66510009765625
1747326361.0795767,1075,2.9070000648498535
1747326392.1268926,1100,2.7713000774383545
1747326423.1445298,1125,2.9173998832702637
1747326454.1570246,1150,2.8691000938415527
1747326485.1399798,1175,2.8445000648498535
1747326516.133061,1200,2.7927000522613525
1747326547.129442,1225,2.738100051879883
1747326578.1598163,1250,2.8701999187469482
1747326649.926015,1275,2.7690000534057617
1747326681.3626437,1300,2.79830002784729
1747326712.403234,1325,2.721299886703491
1747326743.45314,1350,2.896399974822998
1747326774.5091584,1375,2.758500099182129
1747326805.5610192,1400,2.838200092315674
1747326836.6011813,1425,2.8294999599456787
1747326867.5538151,1450,2.7797000408172607
1747326898.4320767,1475,2.7253000736236572
1747326929.2839756,1500,2.8492000102996826
1747326960.154139,1525,2.9244000911712646
1747326990.9911497,1550,2.7383999824523926
1747327062.3896596,1575,2.6867001056671143
1747327092.82614,1600,2.7260000705718994
1747327123.2366889,1625,2.772700071334839
1747327153.883934,1650,2.8010001182556152
1747327184.8535273,1675,2.775700092315674
1747327215.7785366,1700,2.7843000888824463
1747327247.0788696,1725,2.8259999752044678
1747327278.0345478,1750,2.8036000728607178
1747327308.984514,1775,2.756500005722046
1747327339.942522,1800,2.833899974822998
1747327370.9871838,1825,2.7685999870300293
1747327401.9717803,1850,2.7200000286102295
1747327433.0269542,1875,2.763000011444092
1747327502.5064437,1900,2.6737000942230225
1747327533.5635962,1925,2.860100030899048
1747327564.5946655,1950,2.902600049972534
1747327595.5393925,1975,2.713399887084961
1747327626.4985058,2000,2.601300001144409
1747327657.3982456,2025,2.79010009765625
1747327687.9573157,2050,2.7197999954223633
1747327718.3784275,2075,2.8083999156951904
1747327749.3151798,2100,2.8285000324249268
1747327780.2205179,2125,2.7609000205993652
1747327811.415196,2150,2.6066999435424805
1747327842.3080602,2175,2.7481000423431396
