Wall time,Step,Value
1747422919.5574167,25,2.8403000831604004
1747422936.7161155,50,1.9213999509811401
1747422953.8790236,75,1.4496999979019165
1747422971.0096586,100,1.3278000354766846
1747422988.1341708,125,1.2202999591827393
1747423005.2592492,150,1.2063000202178955
1747423022.38278,175,1.1871999502182007
1747423039.5025523,200,1.1797000169754028
1747423056.6320224,225,1.1374000310897827
1747423073.7628975,250,1.1174999475479126
1747423090.9034941,275,1.1101000308990479
1747423108.049198,300,1.1151000261306763
1747423152.303262,325,1.094599962234497
1747423169.4473968,350,1.0710999965667725
1747423186.6087434,375,1.076200008392334
1747423203.751283,400,1.0810999870300293
1747423220.8918633,425,1.065600037574768
1747423238.036095,450,1.0993000268936157
1747423255.17266,475,1.0271999835968018
1747423272.3111806,500,1.0865999460220337
1747423289.4431698,525,1.0642000436782837
1747423306.5217187,550,1.0677000284194946
1747423323.5361114,575,1.104099988937378
1747423340.550776,600,1.0724999904632568
1747423357.5766947,625,1.0734000205993652
1747423395.5280437,650,1.0636999607086182
1747423412.5862114,675,1.0572999715805054
1747423429.6486137,700,1.0293999910354614
1747423446.7069635,725,1.0600999593734741
1747423463.765207,750,1.0397000312805176
1747423480.8266137,775,1.0714999437332153
1747423497.8852205,800,1.0500999689102173
1747423514.9347088,825,1.0769000053405762
1747423531.9789567,850,1.0353000164031982
1747423549.0248837,875,1.0693999528884888
1747423566.0714061,900,1.0374000072479248
1747423583.117514,925,1.00409996509552
1747423621.0226076,950,1.0261000394821167
1747423638.0743308,975,1.0497000217437744
1747423655.1255562,1000,1.0374000072479248
1747423672.187241,1025,1.0410000085830688
1747423689.2462108,1050,0.9869999885559082
1747423706.3036232,1075,1.0442999601364136
1747423723.358347,1100,1.0120999813079834
1747423740.4217982,1125,1.0592999458312988
1747423757.4754457,1150,1.0281000137329102
1747423774.5073247,1175,1.0295000076293945
1747423791.5182717,1200,1.006700038909912
1747423808.5259147,1225,1.0080000162124634
1747423825.5307016,1250,1.020799994468689
1747423863.4733968,1275,1.0048999786376953
1747423880.4699347,1300,1.0123000144958496
1747423897.4682887,1325,0.9894000291824341
1747423914.4661567,1350,1.0234999656677246
1747423931.4753752,1375,0.9998000264167786
1747423948.5185912,1400,1.023900032043457
1747423965.5707014,1425,1.035099983215332
1747423982.5851781,1450,1.0084999799728394
1747423999.586835,1475,0.9807000160217285
1747424016.6190736,1500,1.0259000062942505
1747424033.6662211,1525,1.0430999994277954
1747424050.7121277,1550,0.9919000267982483
1747424088.6207955,1575,1.0049999952316284
1747424105.673464,1600,0.9896000027656555
1747424122.7202642,1625,1.009600043296814
1747424139.7725298,1650,0.9993000030517578
1747424156.8220334,1675,0.9843000173568726
1747424173.8639688,1700,1.0017000436782837
1747424190.9034739,1725,1.013700008392334
1747424207.9422228,1750,1.0189000368118286
1747424224.9940472,1775,0.9944000244140625
1747424242.0387883,1800,1.0216000080108643
1747424259.0827723,1825,1.0078999996185303
1747424276.1300185,1850,0.9799000024795532
1747424293.180508,1875,1.0032999515533447
1747424331.8152227,1900,0.9829999804496765
1747424348.8694253,1925,1.0163999795913696
1747424365.9232643,1950,1.041100025177002
1747424382.9751356,1975,0.9907000064849854
1747424400.0335596,2000,0.9623000025749207
1747424417.0889146,2025,0.9944999814033508
1747424434.1453214,2050,0.9853000044822693
1747424451.1971223,2075,1.0
1747424468.259665,2100,1.0159000158309937
1747424485.3083682,2125,1.0011999607086182
1747424502.3569589,2150,0.9424999952316284
1747424519.4095078,2175,0.9990000128746033
