Wall time,Step,Value
1747421103.4119,25,3.160900115966797
1747421118.424459,50,2.672300100326538
1747421133.455998,75,2.2945001125335693
1747421148.5022519,100,1.9453999996185303
1747421163.5425487,125,1.5507999658584595
1747421178.582206,150,1.412500023841858
1747421193.6182327,175,1.2662999629974365
1747421208.6533668,200,1.1611000299453735
1747421223.6850882,225,1.076200008392334
1747421238.7208264,250,1.0384999513626099
1747421253.771494,275,1.0296000242233276
1747421268.8423512,300,1.0254000425338745
1747421312.3034434,325,0.9835000038146973
1747421327.3688266,350,0.9607999920845032
1747421342.4331088,375,0.942300021648407
1747421357.4967196,400,0.9240000247955322
1747421372.5572975,425,0.9065999984741211
1747421387.6187193,450,0.949999988079071
1747421402.6880813,475,0.8568000197410583
1747421417.7549891,500,0.9180999994277954
1747421432.797671,525,0.8783000111579895
1747421447.8364813,550,0.8927000164985657
1747421462.8758585,575,0.9391000270843506
1747421477.9106343,600,0.8985999822616577
1747421492.9489422,625,0.8914999961853027
1747421532.3923402,650,0.8985999822616577
1747421547.4586256,675,0.864799976348877
1747421562.499284,700,0.8605999946594238
1747421577.5429115,725,0.9057000279426575
1747421592.58408,750,0.8600999712944031
1747421607.6250973,775,0.9049000144004822
1747421622.6680086,800,0.8819000124931335
1747421637.7075257,825,0.9081000089645386
1747421652.742594,850,0.8540999889373779
1747421667.7786188,875,0.8855000138282776
1747421682.817341,900,0.8616999983787537
1747421697.8532512,925,0.8325999975204468
1747421739.847813,950,0.8598999977111816
1747421754.8909416,975,0.9020000100135803
1747421769.932292,1000,0.8823000192642212
1747421784.9794936,1025,0.8855999708175659
1747421800.0313628,1050,0.8051999807357788
1747421815.080589,1075,0.8726000189781189
1747421830.1369474,1100,0.8323000073432922
1747421845.187544,1125,0.8842999935150146
1747421860.23796,1150,0.8671000003814697
1747421875.2910995,1175,0.8465999960899353
1747421890.3454232,1200,0.8342999815940857
1747421905.3949475,1225,0.8343999981880188
1747421920.4424114,1250,0.8378999829292297
1747421964.0872588,1275,0.8579999804496765
1747421979.1526499,1300,0.8580999970436096
1747421994.204796,1325,0.824400007724762
1747422009.2650359,1350,0.8738999962806702
1747422024.3183327,1375,0.83160001039505
1747422039.374063,1400,0.8574000000953674
1747422054.4279375,1425,0.8654000163078308
1747422069.4868984,1450,0.8402000069618225
1747422084.5424182,1475,0.8223000168800354
1747422099.5981572,1500,0.8671000003814697
1747422114.6529584,1525,0.8697999715805054
1747422129.7044528,1550,0.8223999738693237
1747422174.3516595,1575,0.8234999775886536
1747422189.3968506,1600,0.8356999754905701
1747422204.4401476,1625,0.838100016117096
1747422219.4824722,1650,0.8587999939918518
1747422234.5288875,1675,0.836899995803833
1747422249.577791,1700,0.8363999724388123
1747422264.6229262,1725,0.8598999977111816
1747422279.6662316,1750,0.8513000011444092
1747422294.7101438,1775,0.8450000286102295
1747422309.7583327,1800,0.863099992275238
1747422324.803926,1825,0.8450000286102295
1747422339.8461828,1850,0.8299000263214111
1747422354.8854973,1875,0.838699996471405
1747422398.0719776,1900,0.8396000266075134
1747422413.1254904,1925,0.8564000129699707
1747422428.1901248,1950,0.8876000046730042
1747422443.248406,1975,0.8234000205993652
1747422458.3055205,2000,0.8087000250816345
1747422473.3621168,2025,0.8406999707221985
1747422488.4256375,2050,0.8356999754905701
1747422503.4813192,2075,0.8555999994277954
1747422518.5447628,2100,0.8722000122070312
1747422533.6017127,2125,0.8335999846458435
1747422548.6603253,2150,0.7860999703407288
1747422563.7196102,2175,0.8443999886512756
