Wall time,Step,Value
1747329061.2675326,25,2.6717000007629395
1747329078.1582065,50,2.0961999893188477
1747329095.0438318,75,1.5931999683380127
1747329111.9376183,100,1.3250999450683594
1747329128.8251588,125,1.138200044631958
1747329145.7101202,150,1.104099988937378
1747329162.5936399,175,1.0674999952316284
1747329179.479953,200,1.0542999505996704
1747329196.362855,225,1.021299958229065
1747329213.2434819,250,1.0236999988555908
1747329230.1282804,275,1.020300030708313
1747329247.022111,300,1.0181000232696533
1747329284.8162258,325,1.0029000043869019
1747329301.6914585,350,0.9760000109672546
1747329318.5739708,375,0.988099992275238
1747329335.4534535,400,0.9914000034332275
1747329352.3341806,425,0.967199981212616
1747329369.2137086,450,1.011299967765808
1747329386.0923288,475,0.9435999989509583
1747329402.9701505,500,0.9872999787330627
1747329419.8547294,525,0.9668999910354614
1747329436.7356672,550,0.9692999720573425
1747329453.621373,575,1.0025999546051025
1747329470.502638,600,0.9697999954223633
1747329487.3863823,625,0.9711999893188477
1747329525.1758711,650,0.9639000296592712
1747329542.0212536,675,0.9574999809265137
1747329558.8625915,700,0.9377999901771545
1747329575.7049513,725,0.9653000235557556
1747329592.54594,750,0.9416000247001648
1747329609.390566,775,0.9771000146865845
1747329626.2315037,800,0.9509000182151794
1747329643.075099,825,0.9815999865531921
1747329659.914092,850,0.933899998664856
1747329676.750291,875,0.9539999961853027
1747329693.585282,900,0.9368000030517578
1747329710.4266555,925,0.9158999919891357
1747329748.2363348,950,0.9358000159263611
1747329765.134166,975,0.9495999813079834
1747329782.0250142,1000,0.9398000240325928
1747329798.9159489,1025,0.9397000074386597
1747329815.8086345,1050,0.8895999789237976
1747329832.7016232,1075,0.9340000152587891
1747329849.6004875,1100,0.909500002861023
1747329866.4902859,1125,0.9491000175476074
1747329883.3849974,1150,0.9279999732971191
1747329900.2824574,1175,0.9264000058174133
1747329917.1843603,1200,0.9060999751091003
1747329934.029879,1225,0.8974000215530396
1747329950.873734,1250,0.914900004863739
1747329988.5676966,1275,0.904699981212616
1747330005.453274,1300,0.9099000096321106
1747330022.3387654,1325,0.8925999999046326
1747330039.2229247,1350,0.919700026512146
1747330056.110496,1375,0.8902999758720398
1747330072.9973924,1400,0.9057000279426575
1747330089.8875165,1425,0.9108999967575073
1747330106.772006,1450,0.8974999785423279
1747330123.6581676,1475,0.8773999810218811
1747330140.5469506,1500,0.8982999920845032
1747330157.435819,1525,0.9136999845504761
1747330174.3241687,1550,0.8820000290870667
1747330212.2582517,1575,0.8809000253677368
1747330229.1347237,1600,0.8806999921798706
1747330246.0078692,1625,0.8984000086784363
1747330262.8936043,1650,0.8852999806404114
1747330279.7708974,1675,0.8658000230789185
1747330296.6434844,1700,0.8844000101089478
1747330313.5236545,1725,0.8949999809265137
1747330330.4018965,1750,0.8968999981880188
1747330347.2777333,1775,0.8812000155448914
1747330364.153269,1800,0.904699981212616
1747330381.0305572,1825,0.8804000020027161
1747330397.9093976,1850,0.8707000017166138
1747330414.787192,1875,0.8891000151634216
1747330453.333108,1900,0.8734999895095825
1747330470.2007153,1925,0.8962000012397766
1747330487.0483425,1950,0.916700005531311
1747330503.9016805,1975,0.8745999932289124
1747330520.7476244,2000,0.8565999865531921
1747330537.5907943,2025,0.8744000196456909
1747330554.4332612,2050,0.8769999742507935
1747330571.301761,2075,0.88919997215271
1747330588.1738603,2100,0.9031999707221985
1747330605.0472054,2125,0.8797000050544739
1747330621.9316707,2150,0.8303999900817871
1747330638.8102784,2175,0.8870999813079834
