TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Adding a distinct [PAD] token
Input IDs:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073]
Labels:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072]
131072
<|endoftext|>
{'loss': 2.8403, 'grad_norm': 3.681793689727783, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 1.9214, 'grad_norm': 2.552232503890991, 'learning_rate': 1.9551282051282052e-05, 'epoch': 0.16}
{'loss': 1.4497, 'grad_norm': 2.458451747894287, 'learning_rate': 1.9322344322344324e-05, 'epoch': 0.24}
{'loss': 1.3278, 'grad_norm': 2.76261305809021, 'learning_rate': 1.9093406593406596e-05, 'epoch': 0.32}
{'loss': 1.2203, 'grad_norm': 2.76515793800354, 'learning_rate': 1.8864468864468864e-05, 'epoch': 0.4}
{'loss': 1.2063, 'grad_norm': 2.8371877670288086, 'learning_rate': 1.8635531135531136e-05, 'epoch': 0.48}
{'loss': 1.1872, 'grad_norm': 2.9556827545166016, 'learning_rate': 1.8406593406593408e-05, 'epoch': 0.56}
{'loss': 1.1797, 'grad_norm': 3.447866201400757, 'learning_rate': 1.817765567765568e-05, 'epoch': 0.64}
{'loss': 1.1374, 'grad_norm': 2.4115846157073975, 'learning_rate': 1.794871794871795e-05, 'epoch': 0.72}
{'loss': 1.1175, 'grad_norm': 2.381873369216919, 'learning_rate': 1.771978021978022e-05, 'epoch': 0.8}
{'loss': 1.1101, 'grad_norm': 2.74364972114563, 'learning_rate': 1.749084249084249e-05, 'epoch': 0.88}
{'loss': 1.1151, 'grad_norm': 2.6803457736968994, 'learning_rate': 1.7261904761904763e-05, 'epoch': 0.96}
{'eval_loss': 1.0935214757919312, 'eval_runtime': 13.0285, 'eval_samples_per_second': 23.026, 'eval_steps_per_second': 11.513, 'epoch': 1.0}
{'loss': 1.0946, 'grad_norm': 2.4596951007843018, 'learning_rate': 1.7032967032967035e-05, 'epoch': 1.04}
{'loss': 1.0711, 'grad_norm': 2.605457067489624, 'learning_rate': 1.6804029304029306e-05, 'epoch': 1.12}
{'loss': 1.0762, 'grad_norm': 2.5873007774353027, 'learning_rate': 1.6575091575091578e-05, 'epoch': 1.2}
{'loss': 1.0811, 'grad_norm': 2.5190486907958984, 'learning_rate': 1.6346153846153847e-05, 'epoch': 1.28}
{'loss': 1.0656, 'grad_norm': 2.9809606075286865, 'learning_rate': 1.6117216117216118e-05, 'epoch': 1.36}
{'loss': 1.0993, 'grad_norm': 3.1173596382141113, 'learning_rate': 1.588827838827839e-05, 'epoch': 1.44}
{'loss': 1.0272, 'grad_norm': 2.594327926635742, 'learning_rate': 1.5659340659340662e-05, 'epoch': 1.52}
{'loss': 1.0866, 'grad_norm': 3.4886813163757324, 'learning_rate': 1.5430402930402934e-05, 'epoch': 1.6}
{'loss': 1.0642, 'grad_norm': 2.535566568374634, 'learning_rate': 1.5201465201465202e-05, 'epoch': 1.68}
{'loss': 1.0677, 'grad_norm': 2.652899980545044, 'learning_rate': 1.4972527472527474e-05, 'epoch': 1.76}
{'loss': 1.1041, 'grad_norm': 3.2530148029327393, 'learning_rate': 1.4743589743589745e-05, 'epoch': 1.84}
{'loss': 1.0725, 'grad_norm': 2.591063976287842, 'learning_rate': 1.4514652014652015e-05, 'epoch': 1.92}
{'loss': 1.0734, 'grad_norm': 3.1747095584869385, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.0}
{'eval_loss': 1.0700520277023315, 'eval_runtime': 13.0145, 'eval_samples_per_second': 23.051, 'eval_steps_per_second': 11.526, 'epoch': 2.0}
{'loss': 1.0637, 'grad_norm': 2.706272602081299, 'learning_rate': 1.4056776556776557e-05, 'epoch': 2.08}
{'loss': 1.0573, 'grad_norm': 2.5922656059265137, 'learning_rate': 1.3827838827838829e-05, 'epoch': 2.16}
{'loss': 1.0294, 'grad_norm': 3.107992172241211, 'learning_rate': 1.35989010989011e-05, 'epoch': 2.24}
{'loss': 1.0601, 'grad_norm': 2.754223346710205, 'learning_rate': 1.336996336996337e-05, 'epoch': 2.32}
{'loss': 1.0397, 'grad_norm': 2.6753346920013428, 'learning_rate': 1.3141025641025642e-05, 'epoch': 2.4}
{'loss': 1.0715, 'grad_norm': 2.8604490756988525, 'learning_rate': 1.2912087912087914e-05, 'epoch': 2.48}
{'loss': 1.0501, 'grad_norm': 2.5251290798187256, 'learning_rate': 1.2683150183150184e-05, 'epoch': 2.56}
{'loss': 1.0769, 'grad_norm': 2.924907922744751, 'learning_rate': 1.2454212454212456e-05, 'epoch': 2.64}
{'loss': 1.0353, 'grad_norm': 3.3238279819488525, 'learning_rate': 1.2225274725274728e-05, 'epoch': 2.72}
{'loss': 1.0694, 'grad_norm': 3.062157154083252, 'learning_rate': 1.1996336996336996e-05, 'epoch': 2.8}
{'loss': 1.0374, 'grad_norm': 3.964344024658203, 'learning_rate': 1.176739926739927e-05, 'epoch': 2.88}
{'loss': 1.0041, 'grad_norm': 3.265263080596924, 'learning_rate': 1.1538461538461538e-05, 'epoch': 2.96}
{'eval_loss': 1.0591548681259155, 'eval_runtime': 13.0143, 'eval_samples_per_second': 23.052, 'eval_steps_per_second': 11.526, 'epoch': 3.0}
{'loss': 1.0261, 'grad_norm': 2.9744746685028076, 'learning_rate': 1.130952380952381e-05, 'epoch': 3.04}
{'loss': 1.0497, 'grad_norm': 3.905240535736084, 'learning_rate': 1.1080586080586081e-05, 'epoch': 3.12}
{'loss': 1.0374, 'grad_norm': 3.2114319801330566, 'learning_rate': 1.0851648351648351e-05, 'epoch': 3.2}
{'loss': 1.041, 'grad_norm': 3.1912572383880615, 'learning_rate': 1.0622710622710623e-05, 'epoch': 3.28}
{'loss': 0.987, 'grad_norm': 2.8420984745025635, 'learning_rate': 1.0393772893772895e-05, 'epoch': 3.36}
{'loss': 1.0443, 'grad_norm': 3.2476160526275635, 'learning_rate': 1.0164835164835165e-05, 'epoch': 3.44}
