TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Input IDs:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001]
Labels:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015]
100015
<|endoftext|>
{'loss': 4.0146, 'grad_norm': 1.5055785179138184, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 3.2368, 'grad_norm': 1.1679259538650513, 'learning_rate': 1.9551282051282052e-05, 'epoch': 0.16}
{'loss': 2.5679, 'grad_norm': 1.195672631263733, 'learning_rate': 1.9322344322344324e-05, 'epoch': 0.24}
{'loss': 1.9889, 'grad_norm': 0.9596157073974609, 'learning_rate': 1.9093406593406596e-05, 'epoch': 0.32}
{'loss': 1.5807, 'grad_norm': 1.0167609453201294, 'learning_rate': 1.8864468864468864e-05, 'epoch': 0.4}
{'loss': 1.392, 'grad_norm': 0.9373115301132202, 'learning_rate': 1.8635531135531136e-05, 'epoch': 0.48}
{'loss': 1.2945, 'grad_norm': 1.1239986419677734, 'learning_rate': 1.8406593406593408e-05, 'epoch': 0.56}
{'loss': 1.2427, 'grad_norm': 0.8914308547973633, 'learning_rate': 1.817765567765568e-05, 'epoch': 0.64}
{'loss': 1.1775, 'grad_norm': 0.7857365608215332, 'learning_rate': 1.794871794871795e-05, 'epoch': 0.72}
{'loss': 1.1427, 'grad_norm': 0.7764015197753906, 'learning_rate': 1.771978021978022e-05, 'epoch': 0.8}
{'loss': 1.1382, 'grad_norm': 0.9332792162895203, 'learning_rate': 1.749084249084249e-05, 'epoch': 0.88}
{'loss': 1.1268, 'grad_norm': 0.9622122049331665, 'learning_rate': 1.7261904761904763e-05, 'epoch': 0.96}
{'eval_loss': 1.0867571830749512, 'eval_runtime': 11.5468, 'eval_samples_per_second': 25.981, 'eval_steps_per_second': 12.991, 'epoch': 1.0}
{'loss': 1.1114, 'grad_norm': 0.8683410286903381, 'learning_rate': 1.7032967032967035e-05, 'epoch': 1.04}
{'loss': 1.0914, 'grad_norm': 0.8980907201766968, 'learning_rate': 1.6804029304029306e-05, 'epoch': 1.12}
{'loss': 1.0622, 'grad_norm': 0.9321891665458679, 'learning_rate': 1.6575091575091578e-05, 'epoch': 1.2}
{'loss': 1.05, 'grad_norm': 0.8868187665939331, 'learning_rate': 1.6346153846153847e-05, 'epoch': 1.28}
{'loss': 1.0466, 'grad_norm': 0.9535446166992188, 'learning_rate': 1.6117216117216118e-05, 'epoch': 1.36}
{'loss': 1.0685, 'grad_norm': 0.9523500800132751, 'learning_rate': 1.588827838827839e-05, 'epoch': 1.44}
{'loss': 0.9827, 'grad_norm': 0.9141785502433777, 'learning_rate': 1.5659340659340662e-05, 'epoch': 1.52}
{'loss': 1.0381, 'grad_norm': 0.7525116801261902, 'learning_rate': 1.5430402930402934e-05, 'epoch': 1.6}
{'loss': 1.0087, 'grad_norm': 0.8853864669799805, 'learning_rate': 1.5201465201465202e-05, 'epoch': 1.68}
{'loss': 1.0139, 'grad_norm': 0.8669552206993103, 'learning_rate': 1.4972527472527474e-05, 'epoch': 1.76}
{'loss': 1.0558, 'grad_norm': 1.0364407300949097, 'learning_rate': 1.4743589743589745e-05, 'epoch': 1.84}
{'loss': 1.0212, 'grad_norm': 0.8478555679321289, 'learning_rate': 1.4514652014652015e-05, 'epoch': 1.92}
{'loss': 1.0064, 'grad_norm': 1.0873609781265259, 'learning_rate': 1.4285714285714287e-05, 'epoch': 2.0}
{'eval_loss': 1.0033475160598755, 'eval_runtime': 11.545, 'eval_samples_per_second': 25.985, 'eval_steps_per_second': 12.993, 'epoch': 2.0}
{'loss': 1.0177, 'grad_norm': 0.8248799443244934, 'learning_rate': 1.4056776556776557e-05, 'epoch': 2.08}
{'loss': 0.9806, 'grad_norm': 0.9129494428634644, 'learning_rate': 1.3827838827838829e-05, 'epoch': 2.16}
{'loss': 0.9749, 'grad_norm': 1.0755287408828735, 'learning_rate': 1.35989010989011e-05, 'epoch': 2.24}
{'loss': 1.0216, 'grad_norm': 1.050309419631958, 'learning_rate': 1.336996336996337e-05, 'epoch': 2.32}
{'loss': 0.9728, 'grad_norm': 0.8197085857391357, 'learning_rate': 1.3141025641025642e-05, 'epoch': 2.4}
{'loss': 1.0302, 'grad_norm': 1.0536212921142578, 'learning_rate': 1.2912087912087914e-05, 'epoch': 2.48}
{'loss': 1.0028, 'grad_norm': 0.8722189664840698, 'learning_rate': 1.2683150183150184e-05, 'epoch': 2.56}
{'loss': 1.0285, 'grad_norm': 1.0561221837997437, 'learning_rate': 1.2454212454212456e-05, 'epoch': 2.64}
{'loss': 0.9649, 'grad_norm': 0.9235132336616516, 'learning_rate': 1.2225274725274728e-05, 'epoch': 2.72}
{'loss': 0.9922, 'grad_norm': 0.9294646978378296, 'learning_rate': 1.1996336996336996e-05, 'epoch': 2.8}
{'loss': 0.9702, 'grad_norm': 1.2421188354492188, 'learning_rate': 1.176739926739927e-05, 'epoch': 2.88}
{'loss': 0.9482, 'grad_norm': 1.179917573928833, 'learning_rate': 1.1538461538461538e-05, 'epoch': 2.96}
{'eval_loss': 0.9760345220565796, 'eval_runtime': 11.5455, 'eval_samples_per_second': 25.984, 'eval_steps_per_second': 12.992, 'epoch': 3.0}
{'loss': 0.9725, 'grad_norm': 1.0388202667236328, 'learning_rate': 1.130952380952381e-05, 'epoch': 3.04}
{'loss': 1.017, 'grad_norm': 0.9359129667282104, 'learning_rate': 1.1080586080586081e-05, 'epoch': 3.12}
{'loss': 0.9994, 'grad_norm': 0.9619877338409424, 'learning_rate': 1.0851648351648351e-05, 'epoch': 3.2}
{'loss': 0.9908, 'grad_norm': 1.027332067489624, 'learning_rate': 1.0622710622710623e-05, 'epoch': 3.28}
