Wall time,Step,Value
1747422919.5574722,25,3.681793689727783
1747422936.7161899,50,2.552232503890991
1747422953.8791144,75,2.458451747894287
1747422971.0097487,100,2.76261305809021
1747422988.134222,125,2.76515793800354
1747423005.259315,150,2.8371877670288086
1747423022.3828413,175,2.9556827545166016
1747423039.5026264,200,3.447866201400757
1747423056.6320748,225,2.4115846157073975
1747423073.7629478,250,2.381873369216919
1747423090.9035566,275,2.74364972114563
1747423108.0492723,300,2.6803457736968994
1747423152.3033216,325,2.4596951007843018
1747423169.447469,350,2.605457067489624
1747423186.608793,375,2.5873007774353027
1747423203.7513468,400,2.5190486907958984
1747423220.8919165,425,2.9809606075286865
1747423238.0361876,450,3.1173596382141113
1747423255.1727526,475,2.594327926635742
1747423272.3112383,500,3.4886813163757324
1747423289.4432328,525,2.535566568374634
1747423306.5218306,550,2.652899980545044
1747423323.5362427,575,3.2530148029327393
1747423340.5508544,600,2.591063976287842
1747423357.576787,625,3.1747095584869385
1747423395.5281305,650,2.706272602081299
1747423412.5862825,675,2.5922656059265137
1747423429.6486723,700,3.107992172241211
1747423446.707016,725,2.754223346710205
1747423463.7652898,750,2.6753346920013428
1747423480.8266664,775,2.8604490756988525
1747423497.8852756,800,2.5251290798187256
1747423514.9347765,825,2.924907922744751
1747423531.9790063,850,3.3238279819488525
1747423549.02493,875,3.062157154083252
1747423566.0714889,900,3.964344024658203
1747423583.1175587,925,3.265263080596924
1747423621.0226665,950,2.9744746685028076
1747423638.0743775,975,3.905240535736084
1747423655.1256075,1000,3.2114319801330566
1747423672.1872854,1025,3.1912572383880615
1747423689.246254,1050,2.8420984745025635
1747423706.3036695,1075,3.2476160526275635
1747423723.358391,1100,3.298063278198242
1747423740.4218478,1125,3.0044448375701904
1747423757.4754913,1150,3.262291431427002
1747423774.507377,1175,3.1033263206481934
1747423791.5183163,1200,2.5853750705718994
1747423808.5259607,1225,2.9857940673828125
1747423825.530756,1250,3.0884881019592285
1747423863.4734857,1275,3.3295037746429443
1747423880.46998,1300,3.518062114715576
1747423897.4683433,1325,3.0656158924102783
1747423914.466211,1350,3.4624228477478027
1747423931.4754183,1375,3.384547233581543
1747423948.5186362,1400,3.318638801574707
1747423965.570758,1425,4.07972526550293
1747423982.585234,1450,3.3821446895599365
1747423999.5868886,1475,3.23979115486145
1747424016.6191206,1500,4.157040596008301
1747424033.66627,1525,3.1581308841705322
1747424050.7121723,1550,3.2773630619049072
1747424088.62087,1575,3.56390380859375
1747424105.6735058,1600,3.4358057975769043
1747424122.7203176,1625,3.343860149383545
1747424139.7725773,1650,3.2584736347198486
1747424156.822081,1675,3.2465693950653076
1747424173.8640158,1700,3.539132833480835
1747424190.9035234,1725,3.5841493606567383
1747424207.9422784,1750,3.231877088546753
1747424224.9940987,1775,3.4016237258911133
1747424242.0388353,1800,3.3152577877044678
1747424259.0828292,1825,4.205136775970459
1747424276.1300638,1850,3.293752670288086
1747424293.1805549,1875,3.5398173332214355
1747424331.8153133,1900,2.9243381023406982
1747424348.8694735,1925,4.2341461181640625
1747424365.9233136,1950,4.0980305671691895
1747424382.9751935,1975,3.974045515060425
1747424400.0336053,2000,3.151928424835205
1747424417.088968,2025,3.9761552810668945
1747424434.1453834,2050,3.483708381652832
1747424451.1971722,2075,3.747673273086548
1747424468.2597113,2100,2.9076383113861084
1747424485.3084135,2125,3.1175174713134766
1747424502.3570051,2150,3.505208730697632
1747424519.4095526,2175,3.2747576236724854
