Wall time,Step,Value
1747421103.4119947,25,1.7865004539489746
1747421118.4245224,50,1.5009995698928833
1747421133.4560459,75,1.338626742362976
1747421148.5023513,100,1.5024445056915283
1747421163.54261,125,1.1193211078643799
1747421178.5822587,150,1.5552171468734741
1747421193.618328,175,1.9188750982284546
1747421208.65342,200,1.2484707832336426
1747421223.6851387,225,1.1698274612426758
1747421238.7209003,250,1.4039356708526611
1747421253.7715454,275,1.418027400970459
1747421268.8424048,300,1.8066595792770386
1747421312.3035119,325,1.3941946029663086
1747421327.368927,350,1.1374982595443726
1747421342.433164,375,1.275390386581421
1747421357.4967926,400,1.1026732921600342
1747421372.5573637,425,1.2094683647155762
1747421387.61878,450,1.3595647811889648
1747421402.6881354,475,1.422835350036621
1747421417.755056,500,1.1201114654541016
1747421432.7977228,525,1.3194001913070679
1747421447.8365538,550,1.3355457782745361
1747421462.875911,575,1.3353716135025024
1747421477.9106865,600,1.1508715152740479
1747421492.9489949,625,1.4721351861953735
1747421532.3924491,650,1.0905587673187256
1747421547.458691,675,1.1016411781311035
1747421562.4993346,700,1.1197329759597778
1747421577.5429645,725,1.613994836807251
1747421592.5841355,750,1.0798354148864746
1747421607.6251497,775,1.1174075603485107
1747421622.668079,800,1.0314807891845703
1747421637.7075777,825,1.292523980140686
1747421652.742649,850,1.0675569772720337
1747421667.7786732,875,1.6108229160308838
1747421682.8174188,900,1.4074676036834717
1747421697.853319,925,1.0878576040267944
1747421739.8479154,950,0.972711443901062
1747421754.8909965,975,1.153782606124878
1747421769.9323459,1000,1.2215839624404907
1747421784.9795609,1025,1.5283417701721191
1747421800.0314198,1050,1.0418593883514404
1747421815.080645,1075,1.2136605978012085
1747421830.1370032,1100,1.152915596961975
1747421845.1876009,1125,0.9314824938774109
1747421860.238014,1150,1.136216163635254
1747421875.2911627,1175,1.3598754405975342
1747421890.345479,1200,1.060871958732605
1747421905.3950047,1225,0.9730360507965088
1747421920.442466,1250,1.4365315437316895
1747421964.0873249,1275,1.086828351020813
1747421979.1527033,1300,1.341896891593933
1747421994.2048564,1325,1.0592858791351318
1747422009.2650936,1350,1.1660963296890259
1747422024.3183846,1375,0.9759681820869446
1747422039.374117,1400,1.264224648475647
1747422054.4279907,1425,1.0238662958145142
1747422069.4869525,1450,0.9808943867683411
1747422084.5424736,1475,1.1291882991790771
1747422099.598227,1500,1.4396880865097046
1747422114.6530125,1525,1.1013362407684326
1747422129.7045062,1550,1.079594612121582
1747422174.3517246,1575,1.3112421035766602
1747422189.3969486,1600,1.2722926139831543
1747422204.4402037,1625,2.432520866394043
1747422219.4825275,1650,1.1804612874984741
1747422234.5289402,1675,1.2262086868286133
1747422249.5778468,1700,1.3722590208053589
1747422264.622981,1725,0.9968483448028564
1747422279.6662998,1750,1.0797717571258545
1747422294.7101989,1775,1.15570867061615
1747422309.7583861,1800,1.1689273118972778
1747422324.8039818,1825,1.0900477170944214
1747422339.8462367,1850,1.2078464031219482
1747422354.885561,1875,1.2978769540786743
1747422398.072104,1900,1.2680296897888184
1747422413.125545,1925,1.5189107656478882
1747422428.1901915,1950,1.1586580276489258
1747422443.2484603,1975,1.4534456729888916
1747422458.3055744,2000,0.9865485429763794
1747422473.3621697,2025,1.0460519790649414
1747422488.4256995,2050,1.3704419136047363
1747422503.4813745,2075,1.236399531364441
1747422518.5448375,2100,1.0406559705734253
1747422533.601777,2125,1.2640033960342407
1747422548.6603818,2150,1.1921162605285645
1747422563.7196662,2175,1.0993716716766357
